Title,Rating,Price
N/A,0,TK. 100TK. 87
N/A,0,TK. 140TK. 110
N/A,0,TK. 500TK. 430
N/A,0,TK. 135TK. 119
N/A,0,TK. 150TK. 132
N/A,0,TK. 80TK. 72
N/A,0,TK. 70TK. 49
N/A,0,TK. 160TK. 125
N/A,0,TK. 100TK. 90
